Review,Freshness
 There's not enough story here... and the moodiness is of a type that doesn't speak to me...,0
 Often cited as one of the worst films ever.,0
 Needed some naked Radha (don't we all?),0
 It is not my cup of grim ...,0
" As spectacular as you'd hope from a sequel to the 1996 planet-toaster, and as amusingly cheesy. You'll enjoy yourself enough that you won't even miss Will Smith.",1
 The realism of the movie is the other captivating element. It's one of the most honest portrayals of life as a teen geek in high school.,1
 21 and Over is pretty much for people with an IQ of 21 and under.,0
" The moments of comic gold are sometimes diluted by considerable stretches of tedium, generally occurring when the filmmakers and their improvising actors refuse to end scenes and instead carry them past the point of comedic no-return.",1
" Not only is the movie topical -- brushing up against subjects as wide-ranging as ethnic cleansing and terrorism -- but it's also a bit old-fashioned, at least in the skillful way it blends character and events.",1
" Only in occasional, uncanny moments - when someone uses an iPhone, or gets off a tram - does this world appear to intersect in any way with our own.",0
 An entertaining add-on to an entertaining show.,1
 One of the few truly thought-provoking science-fiction thrillers to emerge in the last few years. Snook and Hawke are excellent. ,1
 Justice League clears the spectacularly low bar set by Batman v Superman. Whether bare adequacy is a compelling reason to extend the franchise is another matter.,0
" . . . the film begins to sag, weighed down with too many beefs and shady dealings. ",0
" American women are either bitches, whores, or semivirginal nymphs who need the protection of a manly man.",0
" THE PIANIST is Polanski's most personal work to date, and perhaps because of that, Polanski seems to have rediscovered the cinematic voice he had as a young man.",1
" It has the depth of a comic strip but it also has its neon-shaded fun...Main Tera Hero (MTH) is a glittering vehicle for star son Varun Dhawan to drive, which he does with practiced panache. ",1
 An insightful film school chronicle that will appeal most to those in the know.,1
" Talking-head interviews with Choi, the couple's children, and various other people connected with the case are strictly expository: This happened and then that happened.",0
 Every bit as stupid as it looks. ,0
" The problem with Terrfier is that it feels like it has been released in the wrong decade. It's an unabashed throwback to true stalk and maim bloodthirsty films, the kind that got banned back in the video nasty era.",0
 School = bad. Guts = good. Ugh.,0
" Johnny Depp affects an accent that's so exaggeratedly British he sounds like a one-man Pimm's advertisement as Mortdecai, a dimwit toff art dealer with a taste for port and a moustache that would get him laughed out of Shoreditch.",0
 It was the beast that launched a thousand monster movies.,1
" This is a film that admires - even awes at - Billie Jean King, but it doesn't share her commitment to the game.",0
" Leave aside the preposterous idea that professional killers, each of whom maintains an arsenal of weapons on their suburban property, could live together for six years without realizing they're in the same line of work.",0
" It entertains the way it wants, as shiny, shallow popcorn fun.",1
" It's a mistake to label it a gay cowboy or queer romance, for this love story is universal in appeal, epic in scope like Giant and unabashedly romantic like Wuthering Heights.",1
" The pace does drag at times, but The Girl In The Spider's Web is not as unpleasant as some of its predecessors and Foy convinces whatever the role. ",1
" An undeniably impactful look at the horrors of war, as seen by the members of a divergent tank's crew during the closing days of World War 2. ",1
" The director, Pete Travis, is a pulse-pounding technological showman whose high-strung, quick-cut style might be described as JFK meets Paul Greengrass meets Jerry Bruckheimer. That said, it's not the plot that thickens -- it's the pulp.",0
 Finding humor in this humorless situation is The Dilemma.,0
" Dellal often seems like she doesn't know what she wants to accomplish here, resulting in a forgettable effort. ",0
 A grotesquely mawkish film ...,0
" The extended reception sequences are superbly done, and Vaughn and Wilson are at their best when they're being false and winning at the same time.",1
" Even if the opening riff of ""Teach Your Children"" makes you want to stab an incense stick in your eardrum, there are enough detours to make the doc surprisingly compelling to anyone with an interest in the state of the union.",1
" Although perhaps not for all audiences, John Wick: Chapter 2 is everything an action fan could wish for.",1
" For those audience members who have read In Cold Blood or seen the 1967 film of the same name, Capote will make for a fascinating, enriching companion piece.",1
 Getting huge laughs somewhere from Beavis and Butt-Head or their real-life equivalents.,0
" Gibson delivers some great lines in the movie. His successful return to the screen mirrors Clint Eastwood's performance in ""Gran Torino"".",1
" Although it's easy to admire what [Coppola] was attempting to do with Youth Without Youth, the movie fails on such a thorough and complete level that to call it a noble attempt isn't really fair: It's really a colossal miscalculation.",0
" The concept is inherently funny, but the plot grows thin and the laughs grow fewer once the premise is established.",0
" Lovely to look at, a little annoying to listen to, a striking Spanish nature film limited only by its format ",1
" Shot in a glossy, appealing black-and-white and filmed in a single location, The Party generates a pressure cooker atmosphere. ",1
" I miss the imperfect hand-made quality of the stop-motion movies, but ""Arthur"" retains Aardman's flair for distinctive character design and voice work.",1
 Not dishonest or cheap or simple-minded.,1
" Amid all the poorly edited, atrociously written tumult, the silly CGI and the tragic misuse of Jet Li and Michelle Yeoh, Rick remains an appealing throwback hero.",0
" never gels into something that is as massively important as it thinks it is, and there is nothing as compelling as those veins popping out of Lautner's biceps",0
" Exactly what you might expect, a mindless action flick that allows you to cheer as people get slaughtered while racing around in armored cars ... anyone expecting anything [else] is obviously in the wrong movie.",1
 The first thing you need to know about a four-hour-plus movie is that you'll probably wish it were longer.,1
 Those with an interest in new or singular sorts of film experiences will find What Time Is It There? well worth the time.,1
 This plays like an early George Romero shocker but without Romero's humor or social commentary.,0
 The cast's performances are uniformly excellent. (Writer-director Denis) Cote has crafted a memorable study of romantic need and attachment.,1
" Only once during the 95 minutes of Boat Trip did I laugh, and that was in response to my own joke while writing the review of this pathetic loser of a film.",0
 An unnerving expose about the proliferation of rape on college campuses across America.,1
" No major blockbuster in years has been this incoherently structured, this seemingly uninterested in telling a story with clarity and purpose.",0
" Whenever choices become binary-black or white, kill or be killed-that's the sign of the apocalypse, and ""The Belko Experiment"" captures just one instance in what probably feels like a worldwide tournament of murderous madness.",1
" A backstage drama that has all the sizzle of a glass of water resting on the windowsill, Olivier Assayas' ""Clouds of Sils Maria"" mistakes lack of dramatic imagination for smoldering subtlety.",0
" Game Night pulls off more narrative twists than an Olympic freestyle skier. And like those gravity-defying champions, the filmmakers' timing, preparation, and technical precision makes it all look deceptively easy.",1
" Lucas insists, ""I just don't think war should become some kind of video game."" Too late.",0
" A modest thriller in comparison to Hitchcock's later works, but one that's nonetheless taut and cleverly managed.",1
" Whereas White Castle had a freshness in its humor, Guantanamo goes crude for the sake of crudeness, to the point of ruining entire scenes.",0
" Atonal and aimless, it zigzags clumsily from mood to mood, without any clear direction.",0
" Cold Mountain is a handsome work of impressive sweep dotted with fine performances. It offers a few fine moments of wit, fear and emotional intimacy. But it rarely pulses with vital life.",0
" It's too easily satisfying, too traditionally well-made to be an honest portrait of dissatisfaction.",0
" Beauty and the Beast is literally full of smoke and mirrors, and this is why it never ages: it doesn't depend on the vagaries of zippy, rapidly outdated technology but, instead, on the allure of shadows, light and tactile things,.",1
" It's a prison film and a social-realist picture of the Loachian school: fierce, unsentimental, engrossing.",1
 Excessive improvisation and scrappy plotting let down an able cast.,0
 Director Susanne Bier avoids cliches as she studies the shifting family dynamic.,1
" The combination of straightforward realism, deadpan surrealism, historical horror and domestic tragedy is harrowingly impactful. It's as if Maoz realized that a single, sustained tone couldn't possibly do justice to the vastness of the subject.",1
" To pad the running time, the end credits roll at a snail's pace; they do reveal the interesting fact that the possessed woman's 'contortionist double' is one 'Pixie Le Knot.'",0
" At times, the film is so mythic that it strains credulity, but if you're a fan of spaghetti Westerns, you know that's part of the deal.",1
" This is Star Wars for adults. Well-loved characters die, the violence is gory by and large and the atmosphere is more on the lines of the French Resistance during World War II than the light-hearted thrillers that George Lucas films were.",1
" Love is in the air, obviously, and so is the smell of mothballs. Fans of Diane Johnson's books (Le Divorce) may fetishize the Paris depicted in Avenue Montaigne, but at times it feels like a diorama of bourgeois natives.",0
 We get this one about three weeks after anyone cares about the 40th anniversary of Woodstock.,0
 These two have a genuine fission in their interplay that makes it all feel dangerous. ,0
" Seeking a Friend mocks the modern rom-com formula, but its apocalyptic gags soon give way to a heart-breaking love story.",1
 The Circle is a bafflingly bad movie.,0
" Unfortunately, ""Buck"" follows too closely its hero's example: It is laconic to the point of sleepiness.",0
 A potential vein of revisionist sex politics isn't nearly enough to warrant sitting through the drearily animated efforts of Victor Frankenstein. ,0
" Wastes both its impressive cast and the viewer's time in watching things unfold in a less than fascinating or engaging fashion. (Full Content Review for Parents - Sex, Violence, Profanity, etc. - Also Available)",0
" The villains are a mass of helmets shouting ""Schnell!"" or ""Scheisse!"" or even, occasionally, ""Schnell!"" and ""Scheisse!"" Let's hope they got paid extra.",0
" Just as I don't recall that first cinematic incarnation of Lara Croft, I have a feeling the same memory fate will befall this offering. (Full Content Review for Parents - Violence, Profanity, etc. - also Available)",0
 A movie for anyone who's ever been a teenager.,1
 A kids-trained-to-kill sci-fi flick that turns mildly subversive right before taking a headlong dive into sub-Twilight soap ...,0
" Loses its footing, never quite regaining it until an extended sequence in which the seven parachutists hide out in a church, keeping wave after wave of Nazi soldiers at bay. But by the time it arrives in the film, it's almost too little, too late.",0
" Yes a stellar cast was compiled, but it rings false nonetheless.",0
" The film's brief 83-minute running time only compounds Krishna as a sharp breath with no exhale; shot and paced like a thriller, the film is a dreamlike view into a woman's inner life that ensures a tragic end. ",1
 There's that old expression-may you live in interesting times. Mills' addendum to that is: And may you be raised by interesting women.,1
" People who love music, people who love great films, and people who love both, are sure to love 'Begin Again,' an exquisite film by John Carney, who wrought the equally superb 'Once.'",1
 These are but reaching gestures from an artist who is willing yet unable to present to the world an original idea.,0
" One of the most powerful, poignant documentaries of the past decade.",1
" ...like the wasteoid who trails off mid-sentence to get lost in the cover art for Animal Collective's Merriweather Post Pavilion, [Nima] Nourizadeh has trouble concentrating on a single organizing narrative mode for his film. ",0
" Somehow, Milk implants hope in those who've lost it. Somehow, Penn plays him as a feisty charmer so winning and lifelike that you'll regard him as a friend before it's over.",1
" While not quite apolitical, Mr. Schnack's wry film takes no partisan stance and is instead more focused on personalities than on the process.",1
" One of the side effects of having a soul take over your body is the appearance of beautiful blue eyes, shining brighter than a star. Which means unless you're Yancy Butler or Jeff Fahey you have to hide your eyes lest you be discovered.Or wear sunglasses!",0
 The franchise simply can't compete with better written and directed comic book offerings out there. This includes Howard The Duck...,0
 The movie takes on an interesting topic but narrows it too much that it misses why the story is interesting and important.,0
" Despite being declared 'one of the film industry's most sought-after choreographers' in the press notes, director Anne Fletcher often films her principal dancers from the waist up.",0
" Chereau shot Intimacy in Super 35mm widescreen, but the film has the scruffy look of 16mm or digital video. That is not a bad thing, but, instead, the perfect representation of this downbeat drama -- desperate, sad, and shabby.",0
 [A] surprisingly delightful little film...,1
" Throughout the film's three interconnected stories, Jim O'Hanlon favors the blunt, maudlin manipulations of Crash.",0
" Despite feeling a little crime-film-familiar, Trespass Against Us triumphs through its towering performances and unusual setting.",1
" In its best moments, [it] proves to be more knowing about relationships and love than most movies of its ilk, and for those moments, I would say it's worth your time.",1
" ... Victoria and Abdul turns out to be a far fuller, edgier film than the marketing ever really hinted at.",1
" Ratatouille will make you wonder why animation needs to hide behind the mantle of 'it's for children, but grownups will like it, too.' This one's for Mom and Dad, and yep, the kids will like it, too.",1
" A laughably slapdash concoction of steely Liam Neeson speeches, stolen cues from the Drive soundtrack, poorly cut fight scenes, and a healthy heaping of xenophobia. ",0
 All the upright morality in the world doesn't compensate for poor filmmaking.,0
" Don't let me talk you out of it--after all, I'm no kibbitzer.",0
" Kathy Griffin: A Hell Of A Story details a tale that seems too absurd to be real, but it did happen, and it ruined a talented artist's life. Griffin gets her points about the first amendment across in a hysterical way...",1
" Like the excellent original, this worthy sequel is similarly distinguished by some memorable set-pieces, superb dialogue, and smashing performances.",1
" Winona Ryder does some of her best work ever in the role, shedding the restrained quality of her previous period film performances.",1
" An action movie which the word ""blockbuster"" was practically invented for, super spy James Bond, as portrayed by Pierce Brosnan, returns for his twentieth adventure and strives not to mess with a good (or financially successful) formula.",1
 This is a film that plays up to the vapidity of starry circles and embraces the characters' devil-may-care attitude as an irresponsible dream.,0
" From top to bottom, Love Actually is a sparkler.",1
 [Director Yorgos Lanthimos] puts his signature stiffness to a more appropriate milieu and lets the bitter juice fly naturally without dulling his misanthropic knives one bit.,1
" A safe, self-congratulatory fantasy which revisits the civil rights era not for a valuable history lesson but for an escapist, syrupy sweet, sing-a-long trip down memory lane to an unrecognizable, Hollywood utopia that never existed.",0
" Dumas Lite: Less filling, still tastes pretty good",1
" Flipper is inoffensive, but it's also asleep in the deep.",0
 It's no Ed Wood... but I was entertained.,1
 It leaves you in no doubt of the psychological cost of war.,1
 This colour saturated world of hokey pocus is truly intoxicating ... [but] I just haven't fallen under The Love Witch's spell,1
 The remainder of Andrew Niccol's film is so conservatively directed that the opening's audacious style is missed.,0
" Easily the worst comedy I've seen in a long time, Good Boys is a bad film that wastes the talents of great young actors, with repulsive jokes and gags.",0
" It's fun to watch the [monsters] in action, but on the human side, the film is clumsily written, over-cast and underacted, with only frustrated soldier Samuel L. Jackson striking the right tone of crazy amid the chaos.",0
" reminiscent of last year's shrill 'Zathura,' another film that couldn't find the proper balance between humor and horror. ...The movie has a few nicely warped ideas that remain frustratingly underdeveloped.",0
 To say that I disliked this movie is an understatement. I loathed it.,0
" Scheinfeld's film may not reinvent the documentary genre the way its subject attacked the genre of jazz, and at times it seems to gloss over problematic areas, but his uplifting subject makes his film more than worth a look.",1
" For all its bluntness, The Insult confronts us with the true complexity of the Middle Eastern conflict and the ways in which war obliterates the ideas of victimhood and responsibility, rendering the justice system farcically inadequate.",1
" Despite the appeal of its co-stars, this romantic comedy is undermined by over-the-top performances from some of its actors as well as the movie's frantic pace.",0
 The screenwriters fill this chamber piece in space with loads of sentimentality.,0
 A well-intended movie that unfortunately comes off as cold and distant as the characters are to each other.,0
" When Woody's writing is solid, his direction is always at its strongest and steadiest, and Melinda and Melinda is sound indeed.",1
" Room ultimately isn't always the easiest picture to sit through, and yet it's difficult to recall a more successful book-to-film adaptation.",1
" The prime example of what happens when you craft something for the express purpose of entertaining dullards, mental defectives, and toddlers.",0
" In an election season where personal faults are turned into salacious attack ads, it's reassuring to see that the typically salacious Stone is willing to exercise some restraint.",1
" Indescribably insane, this outrageously inventive French drama is so bracingly strange that we can't help but love every moment.",1
" Unfortunately for the victims, that maladjusted miner will grab your heart. While My Bloody Valentine takes gore in a few inventive directions, and it's not just the living room 3-D.",1
" There's pleasure in the film's look and the dialogue, but director Edward Zwick overworks his presentation - too much exposition, too many closeups, too many bits of period footage, too many visual gimmicks - and neglects his characters and situations.",0
 Pretentious and precious.,0
 We're starting to think Martin Lawrence's presence might not be a sign of quality.,0
" A soulless, flat insult to contemporary audiences.",0
" There are some cute and funny moments, but too much of it feels like filler.",0
" With so many people hanging around, you'd think Marshall and screenwriter Katherine Fugate could scare up an interesting plotline or two, but no such luck.",0
 Now I understand why Jesus's childhood remains such a mystery: the story is unbelievably boring.,0
" It's trashy, gory, gratuitous, ridiculous, completely far-fetched, and I had a smile on my face the entire time.",1
" Unfortunately, One Hour Photo lives down to its title. Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",0
 Compelling lead performance saves violent Bolivar biopic.,1
" As effects-heavy time-wasters go, Goosebumps is mostly harmless, even sporadically amusing. But it isn't likely to keep anyone up at night, out of fear or excitement.",0
 I can't hate a film operating at this level cinematically. But I can try.,0
 ( ... ) puts the X firmly into eXcess.,0
 Go see it - reward the studios for doing it right.,1
" La Danse: The Paris Opera Ballet, Frederick Wiseman's astoundingly beautiful documentary, has sumptuous delights to satisfy every balletomane.",1
" A grim, dispiritingly stupid waste of time, energy, money and talent ...",0
" If your idea of holiday cheer includes a good cry, Stepmom might do.",1
" 9 Full Moons is full of complex characterizations, which is part of what makes it so special. You can't sum up Lev or Frankie in a couple of words.",1
 More proof Allen should prioritize quality over quantity.,0
 Say what you will about the film's wielding of stereotypes -- it genuinely loves its characters. ,1
" Like the sounds and voices that plagued Wilson, Love and Mercy is a musical biopic that gets in your head.",1
" This modern-day, teen-centric take on W. W. Jacobs' classic horror story The Monkey's Paw is a not-scary dud that suffers from both uninspired scares ad extremely shallow, annoying characters. ",0
" Sex and the City never feels like a cash-in. Instead, it plays more like a labor of love for everyone involved.",1
" Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio. As for children, they won't enjoy the movie at all.",0
" Emperor doesn't rule with an iron fist, but Tommy Lee Jones is just too entertaining to ignore - even if he barely changed his persona to play General MacArthur.",1
" Along the way, we are given an overview of Zappa's career, from his early albums with the Mothers of Invention through his not particularly accessible classical compositions.",1
" The best thing I can say about Puss in Boots is that it's not just another crappy Shrek sequel. It actually does something different, which makes it surprisingly fun.",1
" If you're looking for uplifitng movies celebrating the innate goodness of mankind, you should probably avoid the works of Taylor Sheridan.",1
 ...The Fourth Kind clearly would've benefited from a more conventional approach...,0
 ...the cinematic equivalent of a loud and goofy garage band that hasn't quite mastered the art of staying in tune but sometimes hits you right in the happy zone.,1
 McTiernan and company make the basic error that usually befalls less seasoned filmmakers. And that's forgetting to make a story and characters that viewers will care about.,0
" The term ""crowd-pleaser"" is usually meant as a bad thing, something that's trying to be all things to all people. But ""Tower Heist"" is a quick-witted, light-footed action comedy that would genuinely please a crowd. ",1
" What kind of world do we live in when a massively talented actress like Jodie Foster becomes the comic relief character in a kid's movie and is called upon to pretend to vomit (twice)? It doesn't ruin Nim's Island, but it doesn't help.",1
 I've now sat through all but one of Jon M Chu's 7 films. His best remains his first Justin Bieber documentary (he's made two). Need I say more?,0
 Darling's derivative feeling isn't helped by Keating's decision to shoot the film in black-and-white and include anachronistic period details.,0
" With his previous film I Wish, we knew that Japanese filmmaker Kore-eda was an expert at drawing engaging performances out of adorable young children. ",1
 What's intact from the original is the premise's big heart and the wonderful ensemble led by Ice Cube.,1
 What might have been a typical exercise in socially conscious messaging [becomes] a...touching human drama.,1
" When you compare Spacey's versions to the original music, Spacey clearly adds a spark and sizzle to the tunes that was missing from the original.",1
" A surprisingly plain, sappy, even insipid comedy, considering the filmmaker behind it.",0
 This film is slightly above average.,1
" Some of the choral singing is wonderful but neither the cliche-laden screenplay nor one or two crucial supporting performances really convince in a film in which Hoffman, as the choirmaster, seems both peripheral and wasted.",0
 Director X...can't seem to differentiate between the strip-club aesthetics of a rap video and the demands of a full-length feature film. ,0
 [A] great classic.,1
" While Sky Captain is interesting and imaginative, it is not all that involving and some may resist its charms entirely.",1
" Whatever stabs at dark comedy, social satire and noir-esque murder mystery the Coens may have once been mulling with Suburbicon are only superficial wounds in [George] Clooney's hands.",0
" A startling, haunting documentary about a once-great city, ""Detropia"" is all but a eulogy for Detroit.",1
" If you are the type of person who likes to watch traffic accidents, then this is for you.",0
" A hilarious, intelligent, and socially relevant satire of American business and capitalism, and hands-down one of the best films of 2018.",1
" With all the vertical leap of a pygmy in a pick-up game, ""Semi-Pro"" is like a movie in the mind of a 10-year-old who's discovered profanity, pornography and a shoebox of blank Mad-Libs - funny only to the person coming up with it.",0
" ""Better Off Dead"" would have been a better title choice for Tim Burton's self-indulgently macabre attempt at creating an animated underworld of gleeful singing corpses.",0
" Expectations for Us were naturally high after the success of Get Out, but Us is every bit as creepy, funny and hard to shake off.",1
 Director Peter Strickland makes us hear horror in a new way.,1
 Ron Howard returns to the top of his form with direction that propels the story without slowing down for every minute detail. Rush is definitely worth the ride.,1
 Don't expect impressive profit margins.,0
 A heartbreakingly powerful masterpiece that affected me far more deeply than any other film I've seen all year.,1
 A low-rent version of Men in Black.,0
" KUBO is not only possibly the best animated film of the year, it will likely be one of the best films of 2016.",1
 It combines the brooding intensity of a slow-burn thriller with the high-flown ornamentation of a gothic melodrama.,1
" Like so many cinematic lives of the famous, it loses track of the source of its subject's fame.",0
" Whatever its flaws, ""Heist"" is to be commended for repeatedly finding ways to distract us from them.",0
 It's beyond laughable ...,0
" Those who love it as passionately as I do realize this film is about more than dialogue, plot, or space ships. Its uniqueness permits it to transcend the ordinary, becoming a movie not about one human but the entire human species.",1
" Dominic West is a riot as Colette's louche husband, but Knightley owns the film with a brilliant performance as the free-spirited author who pushes back against patriarchal oppression.",1
" If Lemon is about one thing (and I'm not sure it is), it's about the way people demean each other to make themselves feel better.",0
" Dyrholm's performance anchors everything. It relies little on physical impersonation, even though her singing voice captures Nico's unmistakable, late-career deadpan cry, a foghorn of mourning that sounded then and now like no one else's.",1
" ""Juliet, Naked"" is basically what would happen if you put ""Almost Famous"" and ""You've Got Mail"" in a blender and then poured the contents out in a picturesque English seaside town; none of which is a terrible idea.",1
 The cinematic equivalent of a bait and switch scam.,0
" Ultimately, ""End of the Tour"" feels like a sensitive portrait of a good man struggling to deal with depression and fame, as well as a tender depiction of what a towering talent and decent person that awful disease snuffed out.",1
" Right up until the last 15 minutes, Hide and Seek is an efficient, effective thriller",0
" A far more upbeat film from usually gritty director Ken Loach, which uses soccer star Eric Cantona in effectively comedic ways.",1
 Most revenge thrillers have an element of the absurd inherent in the nameless thugs who get mowed down. Cold Pursuit just has the bravado to lean into the absurdity.,1
" There's no real conflict built within the story, no villains or obstacles to root against other than the general foes of warlords and death. ",1
" Ant-Man and the Wasp is a nice lighthearted breather from recent devastating MCU events; this isn't the first time Ant-Man has had a tough act to follow, and judging from this sequel, it won't be the last, as the successful levity is welcome",1
" Action fans won't feel cheated by director Bay, but beyond the rousing scenes and special effects, this sequel offers little.",0
 This controversial thriller does not go beyond polemic.,0
" The result is striking, frustrating and - whisper it - ripe for remaking.",1
" There is so much here that's delightful in so many ways, you begin to realize what movies are supposed to be, yet so rarely are: transporting experiences.",1
" If the filmmakers had spent less time on the visual, and more time on appropriate characterizations and a believable script, we might have been as much in love with the film as it seems to be with itself.",0
" Unless there are zoning ordinances to protect your community from the dullest science fiction, Impostor is opening today at a theater near you.",0
" The special effects are better than the non-special effects moments, which come down to 1. Exposition 2. Banter 3. In-jokes about sequels and product placement.",1
 ... Son of Bigfoot contains plenty of memorable characters and dialogue.,1
 There are at least two characters whose stories are more promising than the main character of Handsome Devil.,0
" A literal goulash of gore, and I was quite taken with the fearlessness of it all. The overall responsibility of the film is open for debate, but nobody can say that Stallone didn't reach for the bloodied brass ring with this splendidly bonkers concoction.",1
" The craftsmanship is so strenuously neat that every frame should be awarded a gold star, but there isn't a breath of spontaneous life.",0
 The downward trajectory of Alex Proyas' output reaches a new low with Gods of Egypt...,0
" Director Zach Braff (Garden State, Wish I Was Here) and screenwriter Theodore Melfi (Hidden Figures, Saint Vincent) have made at least one decent film apiece but don't seem to have any idea why their previous films worked.",0
" The presence of the star of Crouching Tiger, Hidden Dragon also emphasizes the utter lack of elegance in Bulletproof Monk's enervating series of gravity-defying, heavily CGI-enhanced feats.",0
 Goes downhill after a promising first hour.,0
" An irregular tale about frustration, loneliness and lies. [Full review in Spanish]",1
" Fascinatingly traces the evolution of a woman who once sang, ""I'm your worst nightmare come to life"" in her youth, was hated at a formative age for all the wrong reasons and now has forged a quiet but committed existence as an ailing revolutionary.",1
" This is a sad, subtle and very good movie, designed not so much to make you think, but to make you feel the impact of large events on little lives.",1
" Slight, serene and sweet, it's a subtly calming interlude...",1
" The perfect melding of actor and role. Go, Mickey, go!",1
" Gosford Park is a fancy attempt with a lot of style and, the press notes brag, authenticity; but it's a long bore.",0
" A movie that promises an escapist romantic fantasy on one hand, while delivering an affirmation that, even if our bodies grow old, passion can abide.",1
" True story of ""The Miracle on the Hudson"" Exhilarating, Moving and Well Done",1
" With a premise adapted from a live-action television film and boasting fantastic animation, Fireworks looked to be promising. While it is many things bright and beautiful, it misses the mark.",0
" These two onscreen together seems ludicrous at first glance. But like their characters, they create something powerful and rewarding. ",1
 Pemberton conveyed nuances with just an inflection or facial twist.,1
 Save yourself the cash on this one; it's too silly to be scary and too stupid to be watchable.,0
 What end does a harrowing and horrifying film like this serve? Understanding? Political awareness? I'm not sure. One thing is certain: you won't forget it in a hurry.,1
" Adapted from a horror comic by Junji Ito, this debut feature from Japanese music-video director Higuchinsky begins eerily but doesn't take long to descend into silliness.",0
" ""Inherent Vice"" is a film about a stoner which itself seems stoned. This is just one small part of what makes it distinctive.",1
" How do films like these get made for video, let alone the wide theatrical run?",0
 This is a fantastic example of period filmmaking done beautifully well. It's a delight to experience.,1
" For those of us who want movies to be about something and not just empty action with minimal shallow 'moral of the story' tacked on, Body of Lies is a disappointment.",0
" Melinda and Melinda does have its faults, but it's plainly the work of a master filmmaker.",1
" Though not a perfect film by any means, Seno's effort is an astounding improvement upon her debut Big Boy.",1
" Reworking the 1955 French film Bob le Flambeur, director Neil Jordan has crafted a classic of his own.",1
" Len Wiseman's stylish gothic chiller Underworld completely sucked me in, no pun intended.",1
" A wild, hit-and-miss stab at high-concept comedy. Most moviegoers will deeply feel at least some nagging lack of narrative underpinning and infrastructure, which crucially undercuts momentum and goodwill.",0
" It's strictly a side issue whether mankind will survive colliding with an asteroid the size of Texas; the real question is whether Liv Tyler, who plays Bruce Willis's daughter, gets to keep her boyfriend.",0
" The Italian Job is the movie equivalent to a big beach novel: It's light, it's entertaining, it will keep your attention and it's no big strain on the brain.",1
" Just when you think you've had it with this movie, there comes a farcical, rock 'n' roll sort of comedy sequence, or a hilariously goofy line.",1
 Clooney is trying to push the merit of the material a touch too much; a fact betrayed by the amount of times his character ventriloquises the film's two main morals.,0
" A bit like a medley of greatest hits performed by a hot, young talent who brings a new vocal inflection to the tired, old standards.",1
" ""Cloud Atlas"" is a film where the creators' admirable reach exceeds their grasp. You may be getting six films for the cost of one, but it may not really be worth the price.",0
" As far as preposterous pulp is concerned, Angels & Demons is livelier than The Da Vinci Code. But it's still just preposterous pulp.",0
" Room is a sensitive and even uplifting but very realistic psychological drama about abuse, depression, courage, and a lot more, even if the story of its inciting situation is terrifying, especially for women.",1
 This might be Mud. But it deserves to stick.,1
" Blending the tepid romanticism of a made-for-TV biopic with the most tedious political drama this side of The Phantom Menace, Arash Amel's screenplay is suffocatingly dull. ",0
 Predictably whimsical and lightweight.,0
 Nothing detracts from the quality of the ensemble's performances. All the actors capably express their inner-most feelings about their happiness in each other's company and the fearfulness of being a person of colour in America. ,1
" While acknowledging its flaws intellectually, I was still emotionally thrilled.",1
" Does not quite get to the social contradictions of New York that have turned it into a theme park for hedge fund magnates, but it does serve to show how big capital was fought by Jane Jacobs in the early 60s. ",1
 Spineless people slowly falling in love is painless to watch. 'Something Borrowed' now stands as proof of this. ,0
" This movie has a truly uninspired premise and wallows in so much inanity that it might as well have been buried in the catacombs, too.",0
" The most important unfinished business here is Steve Conrad's slapdash script, with its shifting tones, forced jokes and gaping plot holes.",0
 A very funny French comedy of a variety that usually doesn't make its way here.,1
" At its first showing in a public, non-specialised cinema so many people fainted that it had to be taken off. Well, here you have it red and juicy and over-lifesize as ketchup. Who wants it? Someone, I suppose. ",0
" The muddled concept is forced to the point of breaking, the writing overheated and the story arc grimly perplexing.",0
" Broken simply can't get it together on any level, delivering a tedious drama, that for all the characters and over-emoting, doesn't have much to say. ",0
 Writer and director Celine Sciamma adorns the thorny dilemma with resonant allusions to gender roles...,1
" If Shutter is any indication, the reputation of professional photographers is still on the wane. Not only are photographs creepy, the film suggests, but so are photographers.",0
" It won't make anyone want to go back to the 80's, but it might make them want to see Grace's next film. ",1
" Gore Verbinski's direction seems to sway whichever possible way will get the most reaction at any given moment. It's a movie of whim,...[a] hit-or-miss dartboard variety of whatever goes, goes.",0
" In the end, though, it's like the aftermath of any large earthquake: You'll be glad it wasn't any worse while noticing its many faults.",0
 Flashy musical numbers go a long way to disguise the bitterness of this pill.,1
" The script is written in a clumsy and primitive way, a pattern that gets worse as each scene goes on. [Full Review in Spanish]",0
" (Like) Bill Murray's Lost in Translation, Hologram's strongest quality is its focus on an eminently genial character, uncertain of his future, his feet sinking (this time literally) in the sands of time.",1
" The boys are great, and the relationship between brothers who have been thrown together because they share the same absentee father is the film's truest, sweetest element.",1
" The sort of mistily pretty literary adaptation where everyone speaks in complete sentences pregnant with imagery and meaning, and where historic events serve largely to try the souls of the characters, who in turn try the audience ...",0
 Hits all the right buttons of a satisfying end-of-the-world yarn.,1
" A desperate violence and urgency spills out in the film's flash-point set-pieces - not least a sensational car chase, shot through a windscreen, hammering rain and a blur of fear.",0
