Review,Freshness
 Every generation gets the battle-of-the-sexes female-buddy revenge comedy it deserves [...] The current generation must have done something terrible to merit a revenge comedy this dire.,0
" In rust-brown appearance as well as offhand staging of the gunfights, Faqua's 'M7' is closer to operatic Leone than choreographed Sturges ... war-weary Hawke and rousing theme by late James Horner are pluses ",1
 The Secret Life of Bees generally works like a drone but sometimes provides glimpses of the queens at the center.,0
 There are one or two laughs.,0
" In lieu of plot, it's cluttered with bad driving scenes, dog reaction shots, falling-splat-with-cakes scenes, and watching old movies scenes.",0
 One of the best comic adaptations we have ever seen. [Full Review in Spanish] ,1
" And after an hour of slow burn simmer, Three culminates in a six-minute set piece that's among the most memorable action scenes of the year.",1
" Cassavetes' film is unusually well-acted and lovely to look at, but his wholehearted embrace of saccharine melodrama and tendency to let scenes ramble on long after their point has been expressed makes for some slow going.",0
" This version of events tends to over-explain the inspiration behind the story, undermining the genius of Dickens as an author.",0
" As long as you accept that this film is fiction and that its view of Shirley Clarke and Carl Lee is hateful, it is still worth seeing for its performances and bold if repellent POV.",1
" A wish fulfilment fantasy dressed up with a shopping spree, a gorgeous mountain resort in Europe, a world class chef creating new menus every day, champagne, exotic massage and health spa, snow capped scenery and linen to die for",1
 Begins warily as a mild chucker and then reveals itself to be an increasingly clever and very funny appreciation of a bee's existence.,1
 Feels a lot more like one long stale viral comedy segment.,0
" Just as newly gritty heroes seem to have run their course (fingers crossed), Cruise and Bird are doing their damnedest to maintain the escapist thrills that we as audiences will always choose to accept.",1
 Myers has a borderline-pathological need to mock Verne Troyer's height. It stops being funny quickly.,0
" [Hunnam and Malek] aren't bad -- they turn in human-scaled, naturalistic performances, which would be fine in another kind of movie. But it's not enough to carry a movie for two hours and thirteen minutes or to engage us for that long. ",0
" A comical, lively watch with a deeper implication, Ocean's 8 should justify to everyone that the industry no longer needs the likes of a Clooney, Pitt, and Damon equivalent team to carry a big blockbuster spectacle.",1
 Ride Along 2 follows in the indifferent footsteps of its predecessor.,0
 It's in the cross-cutting between April's disaster-prone preparations and her family's turbulent journey that Hedges's movie finds its lively and likeable rhythm.,1
 Feels both too cluttered and too safe.,0
 Bad enough to make you consider retreating from society and becoming a hermit crab.,0
" Like an unfamiliar horse, the gait of ""The Sisters Brothers"" takes a little while to get used to, shifting between extreme violence and gentle character comedy. But it makes for a memorable ride.",1
" Beautifully realized by Sarah Gavron, who fills Nazneen's story with gorgeous visuals and traditional music, creating a film that's dramatic, romantic and even erotic at times.",1
" In the midst of it all you almost take for granted the carefully rendered details of the setting, the tightness of the editing and the inventiveness of the special effects.",1
" 'I believe that any town where Dennis Quaid can wear pleated trousers should also be a town where kids can dance,' says Ren. 'But first, I will prove my bona fides by racing a school bus encrusted with stuffed animals!'",0
" ""Zero Dark Thirty"" is less a celebration how terrorist mastermind Osama bin Laden was found and killed than an engrossing examination of why it took a decade to deal with him.",1
" This past summer's claymation hit, Chicken Run, has clearly stolen, and bettered, this film's bark and bite.",0
" Shyamalan doesn't do enough with the tired premise to make it truly memorable, not even bothering to give all three of the captive girls distinctive personalities of their own.",0
 Its slapstick-y nonsense [is] stretched so painfully thin that the proceedings venture perilously close to becoming little more than a superpowered slog.,0
" While Disney seems to be trying to counter some of its pervasive princess ideology, The Princess and the Frog is still showing women who can't get by without men.",0
" While wildly creative and refreshingly subversive, I can't really say that Swiss Army Man as a whole works, or even if I liked it.",0
 A modestly fun little comedy.,1
" Riddick, an alternately kick-ass and clumsy piece of sci-fi claptrap that puts its empty head down and gets the job done.",0
" Too much money was spent on this version of the legend of the 47 Ronin for it to be classified as a wholly inept failure. What it does represent, though, is a failure of imagination.",0
" Sadly, even the foggy recollection of the original is better than this bloated bastardization.",0
 Evict this roommate.,0
" Tellingly, there's a moment in the film when George flips Johnson the bird; by the time it's over, the audience may want to do the same.",0
" In terms of new twists or narrative momentum. Poison Ivy, the sinuous villainess, is the only relief from the onslaught of spoofy humor, special effects and meaningless comic book mayhem.",0
 The Bounty Hunter has already been done before and better. It was called Midnight Run.,0
" ""Abraham Lincoln: Vampire Hunter"" is such a smashing title it's too bad someone had to spoil things by making a movie to go with it.",0
 All the excellent creative components do not add up to a whole.,0
" The Dark Tower feels apathetic, like it was created because it seemed like something that should be made eventually.",0
" There's a monotony to Gordon's performance that is not really his fault, though he's surrounded by an able cast of young performers who keep the movie's energy up.",1
" The combination of emotional impact and brutal imagery is initially potent, but the second half of the movie wallows in occult cheese that's hard to swallow.",0
" ...a sometimes thoughtful reimagining...also plodding and brutal rather than horrific. The leaner, creepier original remains the classic.",0
" Relying on 50 years of character development, the Peanuts gang stays true to their original selves -- there's no new edge or post-modern snark in the mix.",1
" It's a serviceable thriller, but brings nothing new to the arena.",0
 yet another harbinger that the total collapse of civilization as we know it has drawn just a little closer,0
" This movie is just a faux-prestigious, underwhelming murder mystery. I've seen less obvious episodes of Law and Order: SVU.",0
" Tinkers around with an intriguing premise but with little creative facility for dialogue or structure...[splits] the difference between fans and neophytes, impressing neither.",0
" LaGravenese elicits some wonderfully hammy turns, particularly from Irons and Thompson, although a tighter edit wouldn't have gone amiss",1
 Blood Brother is an important film that should be seen by everyone.,1
" In the end, one's reaction to Burton's blockbuster is little more than that of the Joker to Batman: 'Where did he get those wonderful toys?'",0
" From the get-go, it's intense. It just draws you in.",1
" So while the film is an intriguing portrait of fame, it functions as more of a snapshot than a moving picture.",0
 3:10 to Yuma takes too long to decide what kind of movie it's going to be.,0
" Not the highest praise to say it reinvigorates the genre when the genre is ""dumb Roland Emmerich movie,"" but it turns out, watching The Rock's muscles get bigger while Alexandra Daddario's outfits get smaller is a pretty good foil for CGI.",1
" In its best moments, Columbus doubles as a reminder that films speak in a language all their own, and that language often cuts deeper than words.",1
" beneath the thrills and the visual artistry, the film refuses to pull back from asking hard questions about our willingness to accept that our home is corrupted, that we are indeed a land of wolves.",1
" Fontaine's film isn't as slyly satirical as Simmonds' original, but her rural locations and leading lady are equally ravishing, and the frisky rapport between Arterton and Lucchini is a joy.",1
" Morgan Spurlock is a jokester politico in the Michael Moore vein, and his latest documentary is a low concept posing as a high concept.",0
 Gigolo is pure Woody Allen formula and provides the right amount of gags to keep this sex comedy afloat.,1
 It seems to be doing everything right but still doesn't manage to leave you with a completely satisfied feeling.,0
" Nicholson is as reliably watchable as ever, but is unable to find anything inspired in Carole Eastman's unbelievably unfunny script, while the hapless Barkin is hopelessly at sea as a pathetic squealing pancake.",0
 ... provides an immersive and fascinating look at a subculture of modern excesses clashing with cultural and spiritual traditions.,1
 The haunting and stark A War may be [Tobias Lindholm's] most striking and effective work yet,1
" The details in the film leave a lot to be desired, and the script rips open many more holes than it seals up.",0
 Saint Laurent won't bring anyone closer to Yves. But it does capture why he loved them so much.,1
 The film poses interesting things but its execution is old. [Full review in Spanish],0
 Ultraviolet cleaves faithfully to its comic-book genealogy with a plot unobstructed by big words and images that rarely breach two dimensions. Ultrasilly.,0
 Forster and co. have produced what just might be the dullest zombie movie ever made.,0
" An annoying provocation with too little to say, a serious credibility deficit, a whiff of misandry, and a miscalculated, unseemly gusto for abusing its hero. Instead of having catharsis, the audience just gets had.",0
" ... muddled and pretentious, and doesn't contain much meaningful substance amid the intriguing visual flourishes.",0
 A rambling road trip story with no real point to it.,0
" For Love Of The Game seems lost, as one overlong melodramatic interlude follows another, each more predictable than the entirely predictable game itself.",0
 Steers and his cast infuse Pride and Prejudice and Zombies with enough martial arts action and Austenian charm to keep this mad mashup on its feet and fighting to the end.,1
" It devolves to simple run-and-hide cliches, usually accompanied by jarring musical jolts.",0
 [An] insightful and occasionally revealing look at the 88-year-old Manhattan institution where the rich and famous enjoy being rich and famous.,1
 It's hard to warm to these superficial women who learn the error of their ways in such an unconvincingly hasty fashion.,0
" This film is probably too long, and it's only after the first hour that the narrative engines are properly revved.",0
" Palindromes reeks of Solondz's trademark nastiness, reveling in a childish ability to shock the viewer. It all adds up to a painfully dull, slipshod and pointless portrait of America.",0
 Kroot nearly loses us in her efforts to prove how widespread the Kuchars' impact has been.,1
" Kunis just doesn't cut it as a witch, and Franco makes for an unintentionally goofy wizard. ",0
" Clumsy exposition, convenient coincidences, wild assumptions and blatant foreshadowing drive the story.",0
" ...the ""old-fashioned"" puppeteering still works and you do believe in the little guy.",1
 [Finding Neverland] turns Barrie's life into an exercise in tepid sentimentality that will bore children and move only the more lachrymose of their minders.,0
" Holding the film together is Silverman's tour-de-force performance. Involved in every scene, her ""serious"" acting holds the film together.",1
" Far too much of the film plays like a bad episode of ""Three's Company,"" where assumptions and half-heard conversations reign and no one acts like a real human being.",0
" In such able hands, the film transcends its generic restrictions.",1
" A very good bet for those who don't have the leisure to make it to London for the stage show, and want a reliable, cheaper ticket-price approximation with (mostly) proper Americans in the cast.",1
 This perfectly pleasant celebration of burlesque would look better as a late-night documentary on E4; on the big screen its impact feels rather lost.,0
" The one crime a B-movie should never commit is boring its audience. By even these low standards, ""Shark Night 3D"" is dead in the water.",0
 ...a lurid tapestry of conspiracy and bloodshed...,1
" A moderately clever dystopian mindbender with a gratifying human pulse, despite some questionable narrative developments along the way.",1
" Push is supremely elegant, even beautiful; you can get lost in the visuals even as the narrative implodes. If ever there were a triumph of style over substance, this is it.",1
 Repugnant drama about the tender relationship between a man who pays for sex and the boy he hires. At least Pretty Woman pretended to be a fairy tale.,0
" The narrative is choppy, the pace is slow, it's way too long and, well, not a lot really happens.",0
 May appeal especially to romantic young people who can develop crushes on the lead characters in tandem with the smittenness that emerges onscreen.,1
" The film may not be revelatory as an expose of two Hollywood icons, but as a celebration of love and resilience as captured in the smallest moments of their lives, it is remarkable.",1
" Offers little (no pun intended) to the entire large scope of the MCU, but as a self-contained fun summer blockbuster that only cares to have fun and for audiences to have a good time, it delivers.",1
 It's the same sappy drivel as before ...,0
" It's just so damn fun to watch this movie as it moves along at an increasingly brisk pace, with Lara getting the kind of grittier action that generally manages to come across as frighteningly suspenseful, even realistic in the beginning.""",1
" ... never conjures much momentum, failing to translate either the intrigue or the passion from the source material. ",0
 Paul proves that these children of science fiction have bloomed into a rotten bunch indeed.,0
 A load of tripe that no attempt on my part could make sound half as pretentious and conceited as it really is.,0
" While the tween and teen target audience will probably love it and make it a hit, it fails to measure up to THE HUNGER GAMES. That said, it's far better than any of the TWILIGHT's.",0
" The whole big thing is, 'Here's the setup, here's the rules.' And then literally 20, 25 minutes in, the film goes, 'I can't be bothered with that.'",0
 Small Crimes is a fascinating character.,1
" Manages to be bitter, dispiriting and utterly pointless all at once.",0
" When you get beyond the toilet humor (fart jokes, nods to Uranus) there's a lovely story of true-blue friendship.",1
" It's not ground-breaking, but The Mummy is a breezy summer blockbuster that could be the start of an entertaining series.",1
 The film gets caught somewhere between domestic weep-athon and revenge melodrama.,0
 The dialogue zings with period flourish and point-blank delivery.,1
 This adaptation of the late Canadian writer Mordecai Richler's playfully experimental novel about a man making sense of his wasted life feels rather like its antihero: inadequate.,0
" Although Bullet to the Head comes nowhere near the pantheon of the great buddy movies, and some fans of the original graphic novel might wince at the changes, there's enough fun to be had...",0
 It's got story sense to spare!,1
" Although Book Club is not terrible, it spends much of the time coasting right above tolerable.",0
" Fast forward through most of the movie, and check out the Leprechaun's rap video at the end. That alone is worth the price, and merits a three star review.",1
 The mix of raunchy sex comedy and Christian faith doesn't quite come off.,0
 The usual sentimental corny uplifting melodrama from director Frank Capra.,1
 Altogether a deeply dislikable damp squib of a picture.,0
" There's a slightly depressed, going-through-the-motions feel to the entire show.",0
 Stealing the Declaration of Indepenence is easy - making an interesting film is tough!,1
" It's the minimalist apocalyptic nightmare we never knew we needed, and a master class in lingering, universal fear. ",1
 A thrilling testament to the fact that art is - and should be - open to interpretation.,1
 Days of Heaven is a compelling adventure story and a riveting meditation on the soulscape of America.,1
" The film suffocates viewers with its sound mix and mind-bendingly stupid story developments that not even the most gullible ""Friday The 13th"" victim would enact.",0
" The drama unfolds more or less in real time, and may be one of the grimiest, dustiest films I've ever seen.",1
" I asked myself, why nominate a film like My Life As A Zucchini for an Academy Award? After viewing the film, it is a step above the rest for me, as it's unafraid to tackle themes where the other films just scratch the surface.",1
 Watching it is like listening in on a heated debate amongst five people about various issues where all of them are talking at once and no one is stopping for a breath.,1
 A riveting disaster flick and a steamy bodice ripper rolled into one!,1
" A smart, stylish, funny film about how deceiving appearances can be.",1
" Based on a true incident during Vietnam War, the film testifies to our hopes that there are a few ethical souls who believe the weak must be protected.",1
" If he could travel in time, I believe William Shakespeare would be really pleased with this adaptation of his tragical Macbeth. [Full Review in Spanish]",1
" Almost Christmas doesn't set a new standard for family holiday comedies, but its cast and a handful of outrageously funny moments make it worthwhile for fans of the genre.",1
" ""The Past"" has something important and powerful to say about the past. It doesn't shape or haunt the present. In a sense, Farhadi suggests, they exist alongside each other.",1
" With apologies to Nicole Kidman and Crocodile Dundee, Australia's new No. 1 export is Mick Taylor, the ruddy-faced psycho with the muttonchops and maniacal snort-laugh.",1
" Sans the original's entire creative life force, it shouldn't come as a surprise that this ""prequel"" allows the lame gross-out to trump all romantic poignancy.",0
" It's no knockout, but it does go a solid, nostalgic 15 rounds.",1
" Jones's direction consistently benefits the performances and he's fearless in tackling frontier life, while director of photography Rodrigo Prieto deserves Academy Award consideration for the hardships he faced ",1
 Judith Anderson dominates every scene she's in.,1
" Broken Embraces is a film in which the director demonstrates a continuing, virtuoso fluency in a cinematic language that he himself invented. It's an embrace I want to submit to.",1
" London Road exists in the quarter tones between speech and song, the lilt of voices drifting almost imperceptibly into melody.",1
 A shallow script that never gets at the heart or conflict behind the swagger.,0
" Island Zero is almost kept afloat by an enticing storyline and strong performances, but ultimately sinks once the creature design and endgame are revealed.",0
" A low point for the series and for the current superhero wave generally: not incompetent exactly, but flat and stale, its rote grandiosity belying a total lack of substance.",0
" Avatar is great to look at, often astonishing and sometimes beautiful. But, oh, is the story pedestrian.",1
" Here, the heroes, villains and themes and even the cyberpunk noir aesthetic feel familiar, but what this lacks in story originality, director Denis Villeneuve makes up in style.",1
 British royal history doesn't get more interesting than this.,1
" ...yet another movie showing young adults to be immoral, profane, irresponsible dolts lowlighted by a lot of vomiting (in slow motion, no less!)...This could be the worst...",0
 The Brothers is basically a Lifetime movie that somehow found its way into theaters.,0
" Playing an Old World charmer with clipped diction and a deliciously foul mouth, Fiennes, making his debut with Anderson's stock company, falls into lockstep with the filmmaker's unmistakable universe.",1
 A better title: The Desolation of the Hobbit. It's more Lord of the Rings prequel. Extra stuff added that turns a good two-part adventure into a gazillion dollar making three. ,0
" The Powerpuff Girls takes place in a similar vein, although its message is a little more rockum sockum, it still it has style and wit to spare, and a message of empowerment for bad little monkeys everywhere.",1
" ""Book Club"" isn't a serious movie and wasn't meant to be - it's just a diversion, but it's only mildly diverting.",0
" It's understandable that creator/writer Nia Vardalos would come back for seconds with ""My Big Fat Greek Wedding 2"" ... but 14 years later, this reunion of cuddly-but-tiresome stereotypes makes you wish she'd left well enough alone.",0
" Merhar emotes so little than his bodily tremble during a climactic argument with his wife is seismic. Courau, on the other hand, frowns, dotes, laughs, and seems entirely human.",1
" This highly entertaining tapestry of sins is based on one of the 100 stories of Boccaccio's Decameron, so there's that too. A word of warning - it is Red Band all the way!",1
 Exercise your consumer power. Don't rent this trash.,0
" I don't find Silverman's drunk act particularly deep or anguished. The applicable adjective for her character's personality is, it seems to me, ""spoiled.""",0
" There is indeed debauchery, betrayal, power-plays and tragedy as befitting the historical events, but the movie unfurls in a quiet, low-key manner.",1
 Joyful and occasionally moving.,1
" Beautiful, gentle and pure - but not without elements of genuine menace - it will make believers out of adults and children alike.",1
" Andy Serkis opts for an unnecessarily ""gritty"" adaptation that showcases the actor-director's CGI-enhanced performances, but otherwise fails to make Mowgli's coming of age meaningful or unique.",0
" Tim Burton's latest flight into fantasy lands a near-solid hook, line, and sinker as a whimsical family fable...",1
 We're still being fed ensemble movies with a dozen good actors that don't let them do enough.,0
 Accomplishes something the world wasn't really crying out for: it recreates the tedium of watching the later Apollo missions.,0
" An overstylized mess, with a brave but pointless performance from Tom Hardy as a lifelong prisoner who just wants to destroy everything around him, most of all himself. ",0
 The second half is very good,1
 One of the most satisfying crime thrillers in years. See it. And then give the original a rent. It's only fair.,1
" Carey Mulligan delivers another outstanding performance in Paul Dano's directorial debut. ""Wildlife"" is a must-see!",1
 One of the dullest films of the sextet thus far.,0
" For die-hard fans of horror, Hatchet might feel like a reprieve, but it certainly isn't a healthy one.",0
 The comedy equivalent of mud-wrestling without the mud.,0
" What was intended as a tart elegy for a vanished way of life becomes a valedictory to a certain kind of filmmaking: beautifully appointed, intelligently played, and civilized into inertia.",0
" Despite a shaky West Virginia accent, Crowe does exemplary work here, his best since The Insider.",1
" Priest is so not a good movie. In fact, it's a pretty bad one, but it's also the most fun I've had at a bad movie for some considerable time.",0
" Goes nowhere very, very slowly. Nothing happens. Most dramatic moment? Dorff's character gets stuck in traffic. ",0
 Bekmambetov needs to stop trying to copycat Hollywood with his action sequences and tighten up his storytelling.,0
" The movie looks great, but there's not much to it.",0
 An exceptional picture from one of the most gifted British filmmakers to emerge in the past decade.,1
 Simply not as satisfying as the original.,0
 ...the movie's justifiably legendary opening [paves] the way for an engrossing first act that's heightened by both Scheider's magnetic performance and the inclusion of several unbearably tense interludes.,1
" Directed by the Norman Rockwell of the classic-rock set, Cameron Crowe, this overdetermined and painfully protracted movie needs more animals and less bathos ('Their happy's too loud,' the sad/wise little girl complains about some partying neighbors).",0
" Duvall, not to mention Ditka, does not a comedy make.",0
 The thrill goes out of writer Anthony Jaswinski's Twilight Zone-style story long before the closing credits.,1
" [A] gloomy, implausible noir, set in the ruins of divided postwar Berlin.",0
" It's passably animated but clumsily written, and not especially original.",0
" Paltrow and Davis give remarkable performances... [but] Hopkins, playing a man dealing with his mental decline, is overly imperious, too much lion and not enough winter.",0
 There's not enough story to get you interested in Dylan's plight and not enough laughs to compensate for the lack of a story.,0
" A major departure for Schwarzenegger, who smokes no stogies, cracks very few smiles, and delivers no one-liners.",1
" It prompts us to admit, however sadly, that childlike innocence is not sufficient in a world like ours%u2014that we need to be wise as serpents even as we remain innocent as doves.",1
 Like peering into the Dead Marshes for 142 minutes in IMAX 3D. All PG-13 robot carnage and no heart. ,0
" If you think a thick, juicy slab of Civil War history can't be boiled down to 145 minutes of speechifying, stultifying cinema, then grab a seat. Even McConaughey is sucked dry of his usual acting panache. ",0
" Funny, emotional and affecting.",1
" Dujardin is what really makes it all work, though. He's an absolute riot, with Conneryesque looks and physicality, and the ability to segue into utter goofballery with a degree of arch-browed suaveness.",1
" Brutal, thoughtful, re-envisioning of Vikings. . .A bit ponderous and pompous, powerfully showcases Mikkelsen's non-verbal acting, striking imagery, evocative landscapes.",1
" The result is a well-meaning film that might provide a few laughs and maybe some deserved escapism, depending on your content tolerance. But if you look for anything beyond that, the cracks will be a bit too obvious.",1
" The film features two of the least effective lead performances of the year, which keeps the audience from engaging in the story emotionally and just leaves them wondering how this book became a bestseller.",0
 Taken was no masterpiece and was often thoroughly objectionable. But it still had a drive and a sense of urgency that's absent here ...,0
" The movie looks great throughout, blending action, urban drama and family melodrama with a dark, thrumming undertone that holds them together.",1
 Clooney keeps the plot moving with enough energy that March consistently thrills even when it can't do much else.,1
 Hairspray mixes aerosol-light social commentary with its affectionate Cinderella story and adds just enough wink-wink naughtiness to keep the earnest melodrama at bay.,1
" This is a movie you will love while you're watching and will rave about later. It's intelligent, brilliantly acted and horrifying.",1
 It's efficiently done. It's quite grueling. And what I like about it is that central idea... It's solid. ,1
" Changeling is little more than a frustrating missed opportunity that's dressed to the nines, but a day late for the party.",0
 The film zips between claustrophobic tension and nervous laughs with hoverfly agility.,1
" The remake is overplayed in a Grand Guignol manner, dumbed down and sped up for the MTV generation.",0
 Great acting. Terrific movie. It's flaw is one faced by most directors doing a military biopic. Peter Berg fails to realize that less is more.,1
 District 9's City of God meets War of the Worlds hybrid proves overbearing and under-convincing.,0
" Would you rather have a second-tier film from a first-rate director, or a first-tier film from a second-rate director?",0
" Once in a while, the film does flash some unexpected wit ...",0
 The Kindergarten Teacher is painful to watch primarily because it uses exploitation as a means to further understand an overlooked woman trying to stand out among the world's population.,0
 I can't wait for Nic Cage to explain THIS one to God on Judgment Day.,0
" Making the film from Bailey's point of view might seem like a good idea, but Cathryn Michon's adaptation of W. Bruce Cameron's best seller offers only the most obvious perspectives and the device inhibits human characterization.",0
" A super solid action flick. Strong and McAvoy are terrific, and the film oozes style. Fans of Michael Mann or vintage John Woo need to check this out. ",1
 Camp eighties slasher classic with a well disguised twist.,1
" thoughtful, serious, and compelling",1
 The relatively unknown cast rises to the incredible challenge of portraying some of the most recognizable people in the music industry.,1
" I wouldn't say that Taylor-Johnson has made a good movie from ""Fifty Shades of Grey,"" precisely. That's asking too much.",0
" The ideas keep percolating, but in the absence of any particular tension, the movie has its longueurs.",0
" The film isn't much of a read, though.",0
" Not only an entertaining and heartfelt story, but an informative and important one as well. ",1
" Formula filmmaking through and through, but it's brought home with just enough grit, gusto, and emotion to keep you suitably entertained.",0
" The Way of the Gun will be too bloody for many viewers, but for those who aren't turned off by the high level of violence, McQuarrie's first venture behind the camera offers an involving experience.",1
" Another winner from Blue Sky Studios, creators of the Ice Age series, Rio is the biggest and brightest animated triumph since Toy Story 3.",1
" The entertainment value is there and Wounds most certainly had my attention most of the way through, but the swing and miss ending makes it tough to recommend.",0
 American Pie is a pretty despicable slice of high-school life.,0
" It's a taut, observant thriller that tries to find out why the moth is drawn to the proverbial -- and potentially deadly -- flame.",1
" For my money, [the] first 20 or so minutes are the best in the film. Once the real adventure gets underway in the cave, things get less interesting.",0
" The less you think, the more you like it. Which isn't always a bad thing.",0
" Sorry to Bother You is so provocative, hilarious and bizarre that it could only come from the mind of Boots Riley.",1
 The movie is both a star vehicle and an ensemble piece; the other actors revolve around Newman yet give off more than just his reflected light.,1
 That Clough is still remembered enough to have a film made about him is no surprise. But that he is remembered fondly suggests memory is a dish best served cold.,1
" ""The Desert Bride's"" unassuming tale winds up as enticingly unfamiliar as a shoal of opalescent sea glass somehow washed up in inland barrens.",1
" There's a good way of doing a modern retelling of Bluebeard (see: Ex Machina), but Elizabeth Harvest is not it.",0
 This movie seems to have been written using Mad-libs. There can be no other explanation. Hilariously inept and ridiculous.,0
" Thankfully, the last 20 minutes of the movie are not a total waste, but I doubt many will stick around long enough to enjoy them",0
" Though a notch below ""Royale,"" ""Skyfall"" follows that reboot's lead, making a now 50-year-old icon as cool as when he began. ",1
 You'd better like seeing fake sharks munch on people's extremities if you plan to enjoy Sharknado 3.,0
 flails away at building the story,0
" The piece works best as an audio-video experience, uniquely tying together its period piece trappings with a wonderful soundtrack.",0
 What this film really suffers from is a lack of inventive writing.,0
 A sensitive character study whose story beats are a little bit overly familiar.,1
" Proves to be an intriguing enough adventure, provided you haven't seen Crimes and Misdemeanors and don't mind rooting for a despicable, amoral philanderer.",1
 A 12th-century epic that is long and wide but not very deep.,0
" If you hop aboard this sick, unjoyful ride, you'd better bail out early. Unsafe at any speed, this dramatic vehicle goes up in flames.",0
 A well-crafted tribute to the many dedicated firefighters who risk life and limb to make our world a little safer.,1
" 'Taken 2' is ridiculous, but at least Liam Neeson knows it.",1
" ... just about a perfect doc, railing authoritatively against a disgraceful chapter in the annals of American business.",1
 Evokes less menace than a Teddy bear's picnic and is as disappointingly reactionary as the Bella Swan brigade.,0
" Perfectly innocuous and at times somewhat touching, My Week With Marilyn never insults your intelligence, even if it doesn't exactly stretch it.",1
 Perfectly enjoyable but perfectly forgettable.,1
 The movie settles for being a party comedy and little else.,0
 Never congeal[s] into an emotionally coherent or compelling whole.,0
 Not the most original idea for a script.,0
" Though artfully shot, the set up never threatens to develop any real tension.",0
" A brilliant, dazzling, and devastating 21/2-hour ballet of brutality that's more ordeal than entertainment ...",1
" From its very first scenes, ""Fury Road"" vibrates with the energy of a veteran filmmaker working at the top of his game, pushing us forward without the cheap special effects or paper-thin characters that have so often defined the modern summer blockbuster.",1
" Bravo to the technical and location directors and the fine editing. MI: Freefall is sheer fun and, while it's much longer than usual at two-and-a-half hours, it's worth every tense moment.",1
" Ready Player One feels like a culmination of the era of pop-culture that we live in, a carnival-like celebration of geekdom that only Steven Spielberg could have made.",1
" May be the best Farrellys movie yet, even though it doesn't live up to the pair's usual level of uproarious, crass comic genius.",1
" This film is funny, but despite its subject matter, or perhaps because of it, this is a movie without a soul.",0
" This sequel, which starts off promisingly, soon bogs down, its relish for tawdry, hyper-violent titillation eventually becoming as monochromatic as the black-and-white images.",0
 This has all the ingredients for a top-notch thriller except one -- a thrill.,0
" Get rid of the Vicky, and it might be passable.",0
 Director Bertrand Bonello ... weave[s] a languorous but transfixing portrait of artistic life and the decadence that often comes with it. ,1
" A key sequence at the end of the second act is so unusual, improbable and physically awkward (you'll know it when you see it) that it inspires laughter...this is the point of the story when tension should be the tautest, and it is deflated.",0
" a small, spare, and genuinely beautiful film, very much the spiritual descendent of Italian neorealism",1
" From the beautiful pastel color palette to the electrifying score by Nicholas Britell, every detail in Beale Street beckons you into the narrative and welcomes you with open arms.",1
 The Others evokes a hierarchically-informed spirit world where chaos and acceptance is par for course on one's way to supreme enlightenment.,1
" Competently made and full of solid performances, Dead Write is an entertaining escape.",1
" Despite some snazzy camera angles and showoff-y technique, Limitless dashes any hopes of originality when it ends up being nothing more than a cautionary tale about drug addiction",0
" Zellweger saves the day, even when she's just going through the motions.",1
" With more disciplined writing and editing, Folman's cartoon menagerie could have resembled a masterpiece. As it stands, it's an admirable and thought-provoking failure.",0
" [VIDEO] ""Limitless"" isn't a perfect sci-fi thriller. But it gives you a fleeting sense of what it might be like to really be the smartest person in the world. ",1
" Without breaking from (or evolving) his film style, Mexican director Michel Franco delivers a chilling portrait of a teen mother-to-be.",1
 Mostly clever and a showcase for a comedian who seems like a truly nice guy. ,1
" The leads are good and good together. But despite a long run time, other issues are not developed in what is very much a remake and not a reworking. ",0
 Not just narratively crude but aesthetically ugly.,0
" A Hasidic woman breaks the mold, drives an ambulance, and is elected to the New York bench. True story.",1
 Coraline works as long as you don't expect it to stick with you.,1
" Despite some striking imagery and sterling FX work, Welsh writer/director Caradog W James' expert use of limited resources doesn't stretch as far as the subtlety-averse script.",0
" Definitely not for everybody, but you can't say it's not original.",1
" Ana's fearful, credulous eyes are as wide as the flat Castilian horizon, striated by clouds and railroad tracks, which reach beyond the known world.",1
" Craig continues to find something graceful and suave in 007's sturdy exterior. No matter how hot the situation, he's so very cool.",1
" Fans have come to love the likes of 'I Was a Teenage Frankenstein,' so why not have fun with a movie that could have been called 'I Was a Kick-*** Van Helsing'?",0
" As a cheesy, mindless kid blockbuster it's perfectly mediocre, those already labeling it a highlight of the Summer need to get their heads examined",0
" Thanks to its meandering, achronological structure, we don't learn too many specifics of Smith's brilliant career, and only a die-hard fan will find all of it vitally interesting.",0
" Beautiful Provence, and its charming traditionalists, colorfully work their summer magic on a hunky wayward son with terrific appeal to ferment a sparkling romance.",1
" The two films share a vibe, an approach, which is shaggy, giggly, and loose-limbed. They're both hangout movies, in the best possible sense.",1
" Interesting for some extreme choices but more often than not a bit turgid, Red Sparrow plays like a missed opportunity at something more malicious and subversive than it ends up being.",0
 Can Chandor make a first-rate film that isn't a testosterone fest? That's the next challenge-one that he shares with the industry as a whole.,1
" So filled with mixed messages, misguided plot turns, and consecutive false denouements that, by the actual end, it finally comes off as nothing but an infuriating betrayal.",0
" An urban crime thriller which won undeserved acclaim for its efficient but unremarkable elevated-railway chase and its clumsy, showy emphasis on grainy, sordid realism.",0
 God save us from boomer nostalgia and its endless idealization of the '60s.,0
" VHS: Viral fractures its format with gluttonous camera work, excessive CGI, and pandering sentiments that are more preachy than legitimately frightening.",0
" Room is a delight, a film both thoughtful and moving, with at times an astonishing capacity to get under one's skin.",1
